idnumber,City_ Location,day,Sex,Age,Time,Day_of_week,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Lanes_or_Medians,Road_allignment,Road_surface_type,Vehicle_movement,Label,results
tm8fzbue,Bangalore,23-04-20,M,66,6:11:00,Sunday,Junior high school,Employee,5-10yr,Automobile,Owner,Below 1yr,other,Tangent road with flat terrain,Asphalt roads,Other,0,0
r2h9bnpc,Bangalore,24-04-20,M,65,11:45:00,Sunday,Junior high school,Employee,Below 1yr,Automobile,Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Entering a junction,1,1
vql8e2j3,Chennai,25-04-20,M,60,9:00:00,Thursday,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,,One way,Tangent road with flat terrain,Asphalt roads,Turnover,0,0
vgfdfuza,Bangalore,26-04-20,M,60,9:00:00,Thursday,High school,Employee,Above 10yr,Taxi,Owner,,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
tm7krxxw,Bangalore,27-04-20,M,60,23:00:00,Thursday,Junior high school,Employee,5-10yr,,Owner,,One way,Tangent road with mild grade and flat terrain,Asphalt roads,Going straight,1,1
reaw7lp6,Mumbai,28-04-20,M,56,23:00:00,Thursday,Elementary school,Employee,1-2yr,Automobile,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
7dckgg6b,Bangalore,29-04-20,M,59,9:48:00,Thursday,Junior high school,Employee,,,Owner,,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
cb80ntxs,Gurgaon,30-04-20,M,62,9:48:00,Thursday,Elementary school,Employee,1-2yr,Long lorry,Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
5gjhrstx,Chennai,01-05-20,M,63,9:07:00,Thursday,Junior high school,Owner,1-2yr,Public (12 seats),Owner,Below 1yr,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
4742rwas,Bangalore,02-05-20,M,57,9:10:00,Tuesday,Above high school,Owner,1-2yr,Pick up upto 10Q,Owner,Unknown,,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
godas2iy,New Delhi / California,03-05-20,M,62,9:10:00,Tuesday,Junior high school,Owner,5-10yr,,Owner,,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
5o79opm4,New Delhi,04-05-20,M,63,6:00:00,Saturday,Junior high school,Employee,5-10yr,Other,Governmental,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Getting off,1,1
4qsyikk5,Bangalore,05-05-20,M,46,6:00:00,Saturday,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,,,Tangent road with flat terrain,Other,Getting off,1,1
khwjb0e4,New Delhi,06-05-20,M,63,13:58:00,Friday,High school,Owner,Below 1yr,Automobile,Owner,,,Tangent road with flat terrain,Asphalt roads,Getting off,1,1
odyb4slr,Hyderabad,07-05-20,M,60,13:58:00,Friday,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Moving Backward,1,1
3lrpcglp,Bangalore,08-05-20,M,58,10:04:00,Thursday,Junior high school,Employee,5-10yr,Lorry (41?100Q),Governmental,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
9dq7xvn3,Chennai,09-05-20,M,64,10:04:00,Thursday,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,2-5yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
bkmi8izx,Noida,10-05-20,M,63,15:30:00,Thursday,Junior high school,Employee,Above 10yr,Long lorry,Governmental,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Waiting to go,0,0
a43pgeyk,,11-05-20,M,74,9:40:00,Tuesday,Junior high school,Employee,5-10yr,Public (> 45 seats),Governmental,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
76v61ktj,Mumbai,12-05-20,M,52,9:40:00,Tuesday,Junior high school,Owner,Above 10yr,Public (> 45 seats),Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Other,0,0
n9xk6qak,Bangalore,13-05-20,M,69,17:56:00,Wednesday,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
fpygaht5,New Delhi,14-05-20,M,51,17:56:00,Wednesday,Junior high school,Employee,1-2yr,Automobile,Owner,5-10yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
0zr2e8lh,Bangalore,15-05-20,M,60,18:42:00,Thursday,Junior high school,Employee,1-2yr,Automobile,Owner,,Double carriageway (median),Tangent road with flat terrain,Other,Going straight,1,1
21hahh03,Chennai,16-05-20,M,56,18:42:00,Thursday,Junior high school,Employee,1-2yr,Other,Governmental,,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
msqvb97f,Mumbai,17-05-20,M,55,9:00:00,Wednesday,High school,Employee,2-5yr,Public (12 seats),Owner,5-10yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Overtaking,1,1
6ka8bqnu,New Delhi,18-05-20,M,54,9:00:00,Wednesday,High school,Owner,Above 10yr,Automobile,Owner,Unknown,Double carriageway (median),Tangent road with mild grade and flat terrain,,Going straight,1,1
wq7p3116,Bangalore,19-05-20,M,77,8:55:00,Wednesday,Elementary school,Employee,2-5yr,Stationwagen,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
2ljrxv1g,Bangalore,20-05-20,M,63,8:55:00,Wednesday,Junior high school,Employee,Above 10yr,Automobile,Owner,,,Tangent road with mild grade and flat terrain,Asphalt roads,Going straight,1,1
qmzh976f,Mumbai,21-05-20,M,55,18:35:00,Wednesday,High school,Employee,2-5yr,Automobile,Owner,,,Tangent road with mild grade and flat terrain,Asphalt roads,Turnover,0,0
1oro9hcf,Bangalore,22-05-20,M,52,18:35:00,Wednesday,Junior high school,Other,No Licence,Automobile,Owner,,One way,Tangent road with flat terrain,Earth roads,Going straight,0,0
cpub9oah,Bangalore,23-05-20,M,64,21:15:00,Monday,Junior high school,Employee,1-2yr,,,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
jtj12571,Gurgaon,24-05-20,M,60,22:15:00,Thursday,Junior high school,Owner,5-10yr,,Owner,,,Tangent road with flat terrain,Asphalt roads,Getting off,1,1
i26lgvbz,Bangalore,25-05-20,M,60,18:07:00,Tuesday,Junior high school,Employee,1-2yr,Pick up upto 10Q,Owner,5-10yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Moving Backward,0,0
07dpy0jn,Mumbai,26-05-20,M,58,18:07:00,Tuesday,Junior high school,Employee,Above 10yr,Turbo,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Getting off,1,1
4526ne4l,Gurgaon,27-05-20,M,59,13:45:00,Wednesday,Junior high school,Employee,1-2yr,Pick up upto 10Q,,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Overtaking,0,0
a0r0fp24,Chennai,28-05-20,M,61,13:45:00,Wednesday,Junior high school,Employee,1-2yr,Other,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
ouafdyyc,Bangalore,29-05-20,M,40,16:24:00,Wednesday,Junior high school,Employee,2-5yr,Stationwagen,Owner,5-10yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
ceorbnfz,Gurgaon,30-05-20,F,61,22:20:00,Friday,High school,Employee,1-2yr,Pick up upto 10Q,Governmental,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
2sxy3spd,Bangalore,31-05-20,M,41,10:38:00,Wednesday,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,5-10yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Reversing,1,1
1g3u7xno,Hyderabad,01-06-20,F,57,10:38:00,Wednesday,Elementary school,Employee,Above 10yr,Lorry (41?100Q),Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Getting off,1,1
aqmu9714,Hyderabad,02-06-20,M,63,10:38:00,Wednesday,Junior high school,Employee,Above 10yr,Automobile,Owner,5-10yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
gnn9lh56,Gurgaon,03-06-20,M,59,10:38:00,Wednesday,Elementary school,Employee,Above 10yr,Automobile,Owner,,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
y85mr6fc,Bangalore,04-06-20,M,51,10:38:00,Wednesday,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
d93i22pi,Mumbai,05-06-20,M,59,10:38:00,Wednesday,Junior high school,Employee,1-2yr,Pick up upto 10Q,Owner,Above 10yr,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Reversing,0,0
3ki0dzwb,Gurgaon,06-06-20,M,42,12:10:00,Wednesday,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
31xz1ngl,Bangalore,07-06-20,M,55,10:05:00,Wednesday,High school,Owner,2-5yr,Public (12 seats),Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Stopping,0,0
ldze0a22,Chennai,08-06-20,M,63,8:00:00,Tuesday,Junior high school,Employee,2-5yr,Other,Governmental,Below 1yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Overtaking,1,1
ki0nnptv,Mumbai,09-06-20,M,62,8:00:00,Tuesday,Junior high school,Employee,5-10yr,Stationwagen,Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Earth roads,Going straight,1,1
37dvjp3n,Mumbai,10-06-20,M,56,18:16:00,Tuesday,Junior high school,Employee,5-10yr,Automobile,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Reversing,0,0
5u2gwhv6,Bangalore,11-06-20,M,53,18:16:00,Tuesday,Junior high school,Employee,2-5yr,Automobile,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
hkfkugzn,Bangalore,12-06-20,M,68,14:48:00,Wednesday,High school,Employee,Above 10yr,Lorry (41?100Q),Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
y90wqpbj,New Delhi,13-06-20,M,53,17:38:00,Friday,Elementary school,Employee,5-10yr,Stationwagen,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Reversing,0,0
9vttngnb,Pune,14-06-20,M,60,17:38:00,Friday,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
m2xtdi6u,New Delhi,15-06-20,M,62,17:00:00,Friday,Writing & reading,Employee,2-5yr,Public (> 45 seats),Organization,,other,Tangent road with flat terrain,Asphalt roads,Waiting to go,1,1
vwhbvezp,Bangalore,16-06-20,M,59,17:00:00,Friday,Junior high school,Employee,2-5yr,Automobile,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
s8fitxwd,Bangalore,17-06-20,M,51,11:44:00,Thursday,High school,Employee,2-5yr,Automobile,,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
4zjan04q,Chennai,18-06-20,M,61,11:44:00,Thursday,Junior high school,Employee,1-2yr,Automobile,Organization,5-10yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
wvx6q999,Goa,19-06-20,M,57,19:45:00,Friday,High school,Employee,5-10yr,,Owner,Above 10yr,other,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
yyp4a0ei,Mumbai,20-06-20,M,56,19:45:00,Friday,Elementary school,Employee,2-5yr,Lorry (41?100Q),Owner,5-10yrs,other,Steep grade downward with mountainous terrain,Earth roads,Getting off,1,1
dnswqp4j,Mumbai,21-06-20,M,58,16:58:00,Thursday,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,2-5yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
o9kc3x6z,Noida,22-06-20,M,69,16:58:00,Thursday,Elementary school,Employee,1-2yr,Automobile,Owner,,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
06qddkw0,Mumbai,23-06-20,M,67,18:41:00,Wednesday,High school,Employee,No Licence,Stationwagen,Owner,Above 10yr,other,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
4io0g62p,Gurgaon,24-06-20,M,58,18:41:00,Wednesday,Junior high school,Owner,5-10yr,Public (12 seats),Owner,5-10yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Reversing,1,1
pudp1eoo,Mumbai,25-06-20,M,65,20:50:00,Thursday,Junior high school,Employee,1-2yr,Public (12 seats),Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Turnover,1,1
lagv3tp7,Bangalore,26-06-20,M,63,20:50:00,Thursday,Junior high school,Employee,2-5yr,Automobile,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
bo104j2y,Bangalore,27-06-20,M,55,18:55:00,Thursday,Junior high school,Employee,5-10yr,Public (12 seats),Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
t52cryyz,Ahmedabad,28-06-20,M,57,18:55:00,Thursday,,,,Public (12 seats),Owner,,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
cxrjzva4,New Delhi,29-06-20,M,65,15:10:00,Sunday,,,,Lorry (41?100Q),Owner,,Double carriageway (median),Tangent road with flat terrain,Gravel roads,Going straight,0,0
yjbmnqx9,New Delhi,30-06-20,M,54,15:10:00,Sunday,Junior high school,Employee,2-5yr,Automobile,Governmental,,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Getting off,1,1
0vozochc,Bangalore,01-07-20,M,72,15:29:00,Monday,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
wqzve7i5,Noida,02-07-20,M,75,15:29:00,Monday,Junior high school,Owner,Above 10yr,,Owner,,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
ukcv4t4f,,03-07-20,M,49,15:29:00,Monday,,,,Automobile,Owner,2-5yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
g6ki6vyy,Gurgaon,04-07-20,M,51,15:29:00,Monday,Elementary school,Owner,Above 10yr,Stationwagen,Owner,2-5yrs,One way,,Asphalt roads,Going straight,0,0
d6domrgx,Gurgaon,05-07-20,M,60,12:18:00,Friday,,,,,Owner,,One way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
ddft3c20,Bangalore,06-07-20,M,64,12:18:00,Friday,Junior high school,Owner,5-10yr,,Owner,,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
mn596x1p,New Delhi,07-07-20,M,58,6:03:00,Friday,Junior high school,Owner,Above 10yr,Automobile,Governmental,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
xf6glr2h,Bangalore,08-07-20,M,61,6:03:00,Friday,High school,Owner,Above 10yr,Stationwagen,Governmental,,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
f8oeuw5g,Jaipur,09-07-20,M,67,10:50:00,Tuesday,,,,Automobile,Owner,,,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
yar9nit5,Bangalore,10-07-20,M,62,10:50:00,Tuesday,Elementary school,Employee,5-10yr,Other,Owner,Unknown,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
dyqsk2yv,Bangalore,11-07-20,M,65,19:20:00,Monday,Elementary school,Owner,Above 10yr,Other,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Reversing,0,0
8dvyxwxf,Bangalore,12-07-20,M,63,19:20:00,Monday,Junior high school,Owner,Below 1yr,Automobile,Owner,5-10yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
alyyju5x,New Delhi,13-07-20,M,69,17:05:00,Monday,Junior high school,Owner,2-5yr,Lorry (41?100Q),Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Turnover,1,1
3hayxyuk,Bangalore,14-07-20,M,51,12:15:00,Tuesday,Junior high school,Owner,2-5yr,Lorry (41?100Q),Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
m6wid9v5,Bangalore,15-07-20,M,62,12:15:00,Tuesday,High school,Owner,5-10yr,Lorry (41?100Q),Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
fczbztng,Hyderabad,16-07-20,M,55,8:35:00,Monday,Junior high school,Owner,,Automobile,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
d1ge6g55,Bangalore,17-07-20,M,75,8:30:00,Monday,,Owner,Below 1yr,Automobile,Other,1-2yr,other,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
pg3yxbv8,New Delhi,18-07-20,M,40,8:30:00,Monday,Elementary school,Owner,Above 10yr,Public (13?45 seats),Owner,5-10yrs,other,Tangent road with flat terrain,Asphalt roads,Reversing,1,1
6ceqdzgc,Goa,19-07-20,M,67,9:10:00,Wednesday,Elementary school,Owner,Below 1yr,Public (13?45 seats),Owner,,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
mt7vbonr,Bangalore,20-07-20,M,58,7:29:00,Thursday,Junior high school,Owner,5-10yr,Lorry (41?100Q),Owner,5-10yrs,,Tangent road with flat terrain,Earth roads,Turnover,1,1
pk6ji4nj,Bangalore,21-07-20,M,60,17:46:00,Wednesday,Junior high school,Owner,5-10yr,Lorry (41?100Q),Owner,2-5yrs,One way,Steep grade downward with mountainous terrain,Asphalt roads,Going straight,1,1
vrs6sals,Hyderabad,22-07-20,M,63,17:46:00,Wednesday,,Owner,,Public (12 seats),Owner,,One way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
k1hm6oek,Bangalore,23-07-20,M,35,8:40:00,Monday,Junior high school,Employee,1-2yr,Other,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
a3qxwyn6,Bangalore,24-07-20,M,62,7:30:00,Monday,High school,Owner,5-10yr,Lorry (41?100Q),Governmental,1-2yr,One way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
klzs6hqy,Gurgaon,25-07-20,M,43,7:30:00,Monday,Junior high school,Employee,5-10yr,Automobile,Governmental,1-2yr,other,Steep grade downward with mountainous terrain,Asphalt roads,Going straight,0,0
f9z9aiw4,Dallas / Hyderabad,26-07-20,M,63,14:15:00,Saturday,Junior high school,Employee,5-10yr,Other,Organization,1-2yr,other,Tangent road with flat terrain,Asphalt roads,Getting off,0,0
weat0qs6,New Delhi,27-07-20,M,68,14:15:00,Saturday,Junior high school,Employee,5-10yr,Motorcycle,Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Moving Backward,1,1
dizrffw1,Hyderabad,28-07-20,M,65,21:00:00,Friday,Junior high school,Employee,Above 10yr,Automobile,Owner,,Double carriageway (median),Tangent road with flat terrain,Gravel roads,Going straight,0,0
65yov3n4,Mumbai,29-07-20,M,48,21:00:00,Friday,Junior high school,Employee,5-10yr,Automobile,Owner,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Turnover,1,1
